_id,plot,genres,runtime,cast,num_mflix_comments,poster,title,fullplot,languages,released,directors,writers,lastupdated,year,countries,type,plot_embedding,awards.wins,awards.nominations,awards.text,imdb.rating,imdb.votes,imdb.id,rated,metacritic
573a13a1f29313caabd069c6,"Pearl Harbor follows the story of two best friends, Rafe and Danny, and their love lives as they go off to join the war.","['Action', 'Drama', 'Romance']",183.0,"['Ben Affleck', 'Josh Hartnett', 'Kate Beckinsale', 'William Lee Scott']",125,https://m.media-amazon.com/images/M/MV5BMTQ3MDc0MDc1NF5BMl5BanBnXkFtZTYwODI1ODY2._V1_SY1000_SX677_AL_.jpg,Pearl Harbor,"Pearl Harbor is a classic tale of romance set during a war that complicates everything. It all starts when childhood friends Rafe and Danny become Army Air Corps pilots and meet Evelyn, a Navy nurse. Rafe falls head over heels and next thing you know Evelyn and Rafe are hooking up. Then Rafe volunteers to go fight in Britain and Evelyn and Danny get transferred to Pearl Harbor. While Rafe is off fighting everything gets completely whack and next thing you know everybody is in the middle of an air raid we now know as ""Pearl Harbor.""","['English', 'Japanese', 'French']",2001-05-25,['Michael Bay'],['Randall Wallace'],2015-09-05 00:02:48.817000000,2001,['USA'],movie,0.0,11,42,Won 1 Oscar. Another 10 wins & 42 nominations.,6.0,235115.0,213149,PG-13,44.0
573a13a1f29313caabd06cdf,"The death of Padaiyappa's father destroys his family. But his luck changes, and he is able to lead a prosperous life, embarrassing those who stood over his family. But when the opportunity arrives, his nemesis plots to ruin his happy family","['Action', 'Comedy', 'Drama']",0.0,"['Shivaji Ganesan', 'Rajinikanth', 'Ramya Krishnan', 'Soundarya']",0,,Padaiyappa,"The death of Padaiyappa's father destroys his family. But his luck changes, and he is able to lead a prosperous life, embarrassing those who stood over his family. But when the opportunity arrives, his nemesis plots to ruin his happy family",['Tamil'],unknown,['K.S. Ravikumar'],,2015-08-28 00:15:12.393000000,1999,['India'],movie,0.0,5,0,5 wins.,7.9,2124.0,213969,,0.0
573a13a1f29313caabd06efc,"Plainclothes policemen Brian and Mike use an elderly woman's apartment for surveillance, hoping to catch a fugitive gangster. They develop a warm relationship with their hostess, whom they ...","['Action', 'Crime', 'Romance']",92.0,"['Louis Koo', 'Francis Ng', 'Matt Chow', 'Tony Ho']",0,https://m.media-amazon.com/images/M/MV5BNTczNjg2MDg5NV5BMl5BanBnXkFtZTcwNDczMDQyMQ@@._V1_SY1000_SX677_AL_.jpg,Bullets Over Summer,"Plainclothes policemen Brian and Mike use an elderly woman's apartment for surveillance, hoping to catch a fugitive gangster. They develop a warm relationship with their hostess, whom they call ""granny."" Meanwhile, each man develops a romantic relationship: Brian with a strange wandering teenage girl, and Mike with a pregnant woman at the dry cleaning shop. When the gangster returns to his flat, Brian and Mike are forced into an explosive confrontation.",['Cantonese'],1999-08-05,['Wilson Yip'],"['Ben Cheung', 'Matt Chow', 'Wilson Yip']",2015-08-13 00:04:38.287000000,1999,['Hong Kong'],movie,0.0,7,3,7 wins & 3 nominations.,6.7,459.0,214555,,0.0
573a13a1f29313caabd06f52,"When Geoff, an orphaned stable boy (Chris Masterson), discovers Drake (voice of Robby Benson), the world's last living dragon, he realizes that his dream of becoming a knight in shining ...","['Action', 'Adventure', 'Comedy']",84.0,"['Christopher Masterson', 'Harry Van Gorkum', 'Rona Figueroa', 'Matthew Hickey']",0,https://m.media-amazon.com/images/M/MV5BMjAxNDEzODA2M15BMl5BanBnXkFtZTYwMTc4ODA5._V1_SY1000_SX677_AL_.jpg,Dragonheart: A New Beginning,"When Geoff, an orphaned stable boy (Chris Masterson), discovers Drake (voice of Robby Benson), the world's last living dragon, he realizes that his dream of becoming a knight in shining armor can now come true. Together, they soon face challenges that turn them into heroes. But caught up in the excitement of their new lives, Geoff and Drake fail to see the hidden dangers that surround them.",['English'],2000-08-08,['Doug Lefler'],"['Patrick Read Johnson (characters)', 'Charles Edward Pogue (characters)', 'Shari Goodhartz']",2015-08-19 00:08:29.783000000,2000,['USA'],movie,0.0,0,6,6 nominations.,4.5,3134.0,214641,PG,0.0
573a13a1f29313caabd06fa5,"The Y2K Bug. Real Warfare vs Electronic Gaming. Peter Tong, a carefree Hong Kong youngster, finds himself drawn into the web of a deadly espionage conspiracy. A clandestine organization ...","['Action', 'Thriller']",109.0,"['Aaron Kwok', 'Phyllis Quek', 'James Lye', 'Daniel Wu']",0,https://m.media-amazon.com/images/M/MV5BNDg3OTE4NDAxNl5BMl5BanBnXkFtZTcwODY5NzYxMQ@@._V1_SY1000_SX677_AL_.jpg,2000 AD,"The Y2K Bug. Real Warfare vs Electronic Gaming. Peter Tong, a carefree Hong Kong youngster, finds himself drawn into the web of a deadly espionage conspiracy. A clandestine organization schemes to use the Y2K Bug to cause mayhem throughout Asia. To survive, Peter has to call on reserves of courage and stamina he has never needed before.","['English', 'Mandarin', 'Cantonese']",2000-02-03,['Gordon Chan'],"['Gordon Chan (story)', 'Stu Zicherman (story)', 'Stu Zicherman (screenplay)', 'Gordon Chan (screenplay)', 'San San Ng (script supervisor)']",2015-09-02 00:50:38.820000000,2000,"['Hong Kong', 'Singapore']",movie,0.0,3,0,3 wins.,6.0,545.0,214728,TV-14,0.0
573a13a1f29313caabd074fd,Police inspector and excellent hostage negotiator Ho Sheung-Sang finds himself in over his head when he is pulled into a 72 hour game by a cancer suffering criminal out for vengeance on Hong Kong's organized crime Syndicates.,"['Action', 'Crime', 'Drama']",93.0,"['Andy Lau', 'Ching Wan Lau', 'YoYo Mung', 'Waise Lee']",0,https://m.media-amazon.com/images/M/MV5BMTMyMDg5OTQ3Nl5BMl5BanBnXkFtZTcwNzU0MjkyMQ@@._V1_SY1000_SX677_AL_.jpg,Running Out of Time,"Dying Wah has nothing to be afraid of anymore when he realizes that he has only 4 weeks to live, and he's determined to get revenge for his father. Later, when Wah successfully gets away in a robbery, detective San makes up his mind and chases after Wah and arrests him. But, we can only have one winner in a game, who's gonna win?","['Cantonese', 'English']",1999-09-23,['Johnnie To'],"['Nai-Hoi Yau', 'Laurent Courtiaud', 'Julien Carbon']",2015-08-15 00:42:29.693000000,1999,['Hong Kong'],movie,0.0,5,8,5 wins & 8 nominations.,7.5,4050.0,216165,,0.0
573a13a1f29313caabd07539,Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.,"['Action', 'Mystery', 'Sci-Fi']",123.0,"['Arnold Schwarzenegger', 'Michael Rapaport', 'Tony Goldwyn', 'Michael Rooker']",2,https://m.media-amazon.com/images/M/MV5BMTk1OTU5OTU2MV5BMl5BanBnXkFtZTYwMjMxMDk2._V1_SY1000_SX677_AL_.jpg,The 6th Day,"In the near future, cloning is now technically advanced, but human cloning is still illegal. Adam Gibson (Schwarzenegger) returns home after working with his friend Hank Morgan (Rapaport), only to find a clone of himself with his family. Before he has chance to find out the truth, he is attacked by a group who want him dead. Adam must escape and find out the truth from the creator of the clones, Michael Drucker (Goldwyn). Adam knows for sure he couldn't have been cloned, but isn't ready for what he's about to hear.",['English'],2000-11-17,['Roger Spottiswoode'],"['Cormac Wibberley', 'Marianne Wibberley']",2015-08-31 00:39:31.357000000,2000,['USA'],movie,0.0,0,8,8 nominations.,5.9,94874.0,216216,PG-13,49.0
573a13a1f29313caabd07742,"Trying to bootstrap his way out of Brooklyn's mean streets is Diamond, a rap musician. With his long-time pal Gage acting as his manager, he's trying to lay down a demo tape with cut-rate ...","['Crime', 'Drama', 'Action']",86.0,"['Pras Michel', 'Ja Rule', 'Jason Statham', 'Vondie Curtis-Hall']",0,https://m.media-amazon.com/images/M/MV5BMTYyMzI3NTMzNl5BMl5BanBnXkFtZTcwMTg0MjkxMQ@@._V1_SY1000_SX677_AL_.jpg,Turn It Up,"Trying to bootstrap his way out of Brooklyn's mean streets is Diamond, a rap musician. With his long-time pal Gage acting as his manager, he's trying to lay down a demo tape with cut-rate studio time. To pay the bills, he and Gage run drugs for ""Mr. B."" Inside a week, Diamond's beloved mother dies suddenly, his father appears after an absence of 12 years and wants a relationship, and his girlfriend Kia tells him she's pregnant, asking him if he's ready to be a father. Gage steals $100,000 in a multiple-felony robbery so that Diamond can record a full album, not knowing it's Mr. B's money he's taken. B wants his money, Diamond wants his music, Tia wants an answer.",['English'],2000-09-06,['Robert Adetuyi'],"[""Ray 'Cory' Daniels (story)"", 'Chris Hudson (story)', 'Kelly Hilaire (story)', 'Robert Adetuyi (screenplay)']",2015-09-02 00:37:04.430000000,2000,['USA'],movie,0.0,0,1,1 nomination.,4.4,924.0,216772,R,18.0
573a13a1f29313caabd07dbf,"Major Jaidev Rajvansh and his fellow officer Hussein manage to rescue a leading politician as well as capture his kidnapper, Abhrush. The terrorist has been searched for years and he is ...","['Action', 'Drama', 'Romance']",176.0,"['Anil Kapoor', 'Madhuri Dixit', 'Namrata Shirodkar', 'Om Puri']",0,https://m.media-amazon.com/images/M/MV5BZWViZDc1ZWQtOGFlOC00ZjU1LWJmOWMtNTE2ZWE2OWJiMGE1XkEyXkFqcGdeQXVyOTA0NTIzNzU@._V1_SY1000_SX677_AL_.jpg,Call,"Major Jaidev Rajvansh and his fellow officer Hussein manage to rescue a leading politician as well as capture his kidnapper, Abhrush. The terrorist has been searched for years and he is finally captured by the two officers. Jai returns to a joyous welcome, and is declared a national hero. He takes a break from the army and returns to his hometown. There he meets his childhood friend Anjali who has always harboured love for Jai. Anjali is determined to make sure she and Jai stay together 24/7. At a party, he meets Miss India, Pooja Mallapa. As they spend more time together, he begins to love her and she too begins to love him. In the mean time, Jai's parents are arranging his marriage to Anjali but when they find out about Jai's love for Pooja, they realise that they have to tell Anjali everything. Anjali, heartbroken and jealous swears revenge on Jai for rejecting her. Realising her hatred for him. Abrush takes advantage and together they plot to destroy Jai's reputation and life. Anjali manages to steal some important documents regarding Abrush's plans. The events following leads to Jai being dismissed from the army and he is declared a traitor to the country. Jai, determined to prove his innocence and redeem himself, decides to pursue Abrush alone. Will Jai find out about Anjali's betrayal?",['Hindi'],2000-02-11,['Rajkumar Santoshi'],"['Vijay Deveshwar (dialogue)', 'K.K. Raina (dialogue)', 'Anjum Rajabali (dialogue)', 'Anjum Rajabali (screenplay)', 'Rajkumar Santoshi (dialogue)', 'Rajkumar Santoshi (screenplay)', 'Rajkumar Santoshi (story)']",2015-07-18 00:29:22.990000000,2000,['India'],movie,0.0,3,10,3 wins & 10 nominations.,6.9,1476.0,218533,,0.0
573a13a1f29313caabd085b1,"A man accepts a challenge to act as the Chief Minister of Tamil Nadu for one day only, and makes such a success of it that soon he is embroiled in political intrigue.","['Action', 'Drama', 'Thriller']",169.0,"['Arjun', 'Manisha Koirala', 'Raghuvaran', 'Vadivelu']",0,,Mudhalvan,"The State's Chief Minister, after being questioned by a reporter, Pugazhendi, challenges him to accept the position for a day, and see for himself the challenges that face him. Pugazhendi accepts the challenge, and immediately sets about to tour the region, suspend and prosecute corrupt officials, arrest several politicians, including the Chief Minister himself, and makes swift and decisive changes that will go to assist the most vulnerable, much to the chagrin of people in power.. After the day is over, Pugazhendi will find his and his loved ones' lives in danger as the state's machinery, as well as goons, gather together to extract vengeance.","['Tamil', 'Telugu']",unknown,['S. Shankar'],"['S. Shankar (screenplay)', 'S. Shankar (story)', 'Sujatha (dialogue)']",2015-09-17 03:17:46.043000000,1999,['India'],movie,0.0,3,0,3 wins.,8.2,2532.0,220656,,0.0
573a13a1f29313caabd085c3,"Police Inspector Samar Pratap Singh is transferred to Motihari, in the Indian state of Bihar, along with his wife, Manjari and a daughter. He is honest and diligent and these attributes ...","['Action', 'Crime', 'Drama']",138.0,"['Manoj Bajpayee', 'Raveena Tandon', 'Sayaji Shinde', 'Yashpal Sharma']",1,,Shool,"Police Inspector Samar Pratap Singh is transferred to Motihari, in the Indian state of Bihar, along with his wife, Manjari and a daughter. He is honest and diligent and these attributes sets him up against his superior - the District Superintendent of Police, as well as his subordinates and fellow officers. His diligence in maintaining law and order, and his belief in justice for all, regardless of one's background, makes him a powerful enemy in the shape and form of Bachu Yadav who is the local MLA of the ruling political party, and will not stop at anything to get rid of Samar and his family, by hook or by crook, and no one will dare to stop him.",['Hindi'],1999-11-05,['Eeshwar Nivas'],"['Anurag Kashyap (dialogue)', 'Eeshwar Nivas (screenplay)', 'Eeshwar Nivas (story)', 'Ram Gopal Varma (screenplay)', 'Ram Gopal Varma (story)']",2015-08-23 01:22:28.333000000,1999,['India'],movie,0.0,2,0,2 wins.,7.6,1432.0,220757,,0.0
573a13a1f29313caabd0860c,Raghunath Namdev Shivalkar (Sanjay Dutt) and his best friend Dedh Footiya (Sanjay Narvekar) struggle to find work in Mumbai. They decide to run a pav bhaji stall.But fate steps in when ...,"['Action', 'Adventure', 'Crime']",145.0,"['Sanjay Dutt', 'Namrata Shirodkar', 'Mohnish Bahl', 'Ekta Sohini']",0,https://m.media-amazon.com/images/M/MV5BNzdhNWYwMGUtOGRjYS00ODg4LWE2NTktNzJhMGZhNGQyYzA5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SY1000_SX677_AL_.jpg,Vaastav: The Reality,"Raghunath Namdev Shivalkar (Sanjay Dutt) and his best friend Dedh Footiya (Sanjay Narvekar) struggle to find work in Mumbai. They decide to run a pav bhaji stall.But fate steps in when Raghu accidentally kills a customer who turns out to be the brother of a notorious gangster, Fracture Pandya and end up in the Mumbai underworld. Vitthal Kaanya (Ashish Vidyarthi), a rival gang lord, offers Raghunath and Dedh Footiya protection and later hires them both as hitmen. Raghunath becomes a respected hit man, with Dedh Footiya as his accomplice. With Raghunath in his gang Vitthal Kaanya hits a peak in the Mumbai underworld. He is protected by a politician who uses Raghunath for his needs. While BabbanRao (Home Minister) relies on Raghunath, there are some others who despise Raghunath, and are just waiting in the sidelines to see when Raghunath makes an error. Raghunath does so, and hence becomes an embarrassment for BabbanRao. Soon Raghunath is on the run, both from the police, and BabbanRao's men. Raghunath knows now that he must protect his wife, parents, and family, as they too are in danger. Then Raghunath comes to know that the police have been ordered to kill him in an ""encounter"", and Raghunath now realizes that there is no escape from this harsh reality. Unable to save himself from police, Raghu comes back to his home and asks his mother to shot him down for a graceful end of life. His mother does the same and his wife doesn't stop her from doing this.",['Hindi'],1999-10-07,['Mahesh Manjrekar'],"['Imtiaz Hussain (dialogue)', 'Mahesh Manjrekar (screenplay)', 'Mahesh Manjrekar (story)']",2015-09-01 00:39:18.317000000,1999,['India'],movie,0.0,4,2,4 wins & 2 nominations.,8.0,5441.0,220832,,0.0
573a13a1f29313caabd0871d,A yakuza of Chinese descent and a Japanese cop each wage their own war against the Japanese mafia. But they are destined to meet. Their encounter will change the world.,"['Action', 'Comedy', 'Crime']",105.0,"['Riki Takeuchi', 'Shè Aikawa', 'Renji Ishibashi', 'Hitoshi Ozawa']",1,https://m.media-amazon.com/images/M/MV5BZjAyY2JiNDItOThmZS00NWE0LWFjZmUtYzk5Y2Q2YjkzODllL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY1000_SX677_AL_.jpg,Dead or Alive,"Without a home and feeling no obligation to Japanese society or Yakuza, Ryuichi (Takeuchi Riki) and his small group decide to make their own place by trying to take over the Shinjuku underworld and the drug trade from Taiwan. As they plan an all-out-assault on the remaining Chinese and Japanese mafia kings, only Detective Jojima (Aikawa Sho) stands between them and complete domination.","['Mandarin', 'Japanese']",1999-11-27,['Takashi Miike'],['Ichiro Ryu'],2015-09-15 04:38:10.237000000,1999,['Japan'],movie,0.0,2,0,2 wins.,6.9,5917.0,221111,R,49.0
573a13a1f29313caabd09016,A team of police hunt down a villain.,"['Action', 'Comedy', 'Crime']",112.0,"['Joong-Hoon Park', 'Sung-kee Ahn', 'Dong-gun Jang', 'Ji-Woo Choi']",0,https://m.media-amazon.com/images/M/MV5BM2EyNjMwYzYtODkyZC00YzNlLTkxM2UtN2Q1ODc3Y2JjYjhjXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SY1000_SX677_AL_.jpg,Nowhere to Hide,A chase film in which cops try to catch a master of disguise. This is a film as much about the joy of filmmaking as it is about a deadly pursuit.,['Korean'],1999-07-31,['Myung-se Lee'],['Myung-se Lee'],2015-09-02 00:16:52.943000000,1999,['South Korea'],movie,0.0,6,0,6 wins.,6.7,1557.0,223530,R,55.0
573a13a2f29313caabd09cf7,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.","['Action', 'Adventure', 'Romance']",132.0,"['Heath Ledger', 'Rufus Sewell', 'Shannyn Sossamon', 'Paul Bettany']",2,https://m.media-amazon.com/images/M/MV5BMTE5OTE4OTE2Nl5BMl5BanBnXkFtZTYwMDkzMTQ3._V1_SY1000_SX677_AL_.jpg,A Knight's Tale,"Inspired by ""The Canterbury Tales,"" as well as the story of Ulrich von Lichtenstein, this is the story of William, a young squire with a gift for jousting. After his master dies suddenly, the squire hits the road with his cohorts Roland and Wat. On the journey, they stumble across an unknown writer, Chaucer. William, lacking a proper pedigree, convinces Chaucer to forge genealogy documents that will pass him off as a knight. With his newly-minted history in hand, the young man sets out to prove himself a worthy knight at the country's jousting competition, and finds romance along the way.",['English'],2001-05-11,['Brian Helgeland'],['Brian Helgeland'],2015-08-30 21:11:36.693000000,2001,['USA'],movie,0.0,4,10,4 wins & 10 nominations.,6.9,127496.0,183790,PG-13,54.0
573a13a2f29313caabd09efe,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,"['Action', 'Crime', 'Romance']",124.0,"['Robert De Niro', 'Edward Norton', 'Marlon Brando', 'Angela Bassett']",0,https://m.media-amazon.com/images/M/MV5BZDNjYmY1ZDEtM2I3YS00MDhmLTk5NDYtYzU5MTA4ZjIyYzJiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY1000_SX677_AL_.jpg,The Score,"Nick Wells, a professional criminal, decides to leave the business for good, since he nearly got caught on his last job. His plan is to live in peace with his girl Diane, running his Montreal jazz club. Soon afterward, Max, his good friend and financial partner, comes along with an offer Nick can't refuse: A historical and priceless French scepter has been discovered while being smuggled into the country. It is now under massive surveillance in the Montreal Customs House, and soon to be returned to France. Nick has to team up with Max's man inside, the young, talented and aggressive thief Jack Teller to get the precious item. Only one question remains: Who will trick whom out of their share?","['English', 'French']",2001-07-13,['Frank Oz'],"['Daniel E. Taylor (story)', 'Kario Salem (story)', 'Kario Salem (screenplay)', 'Lem Dobbs (screenplay)', 'Scott Marshall Smith (screenplay)']",2015-09-07 00:48:41.913000000,2001,"['USA', 'Germany']",movie,0.0,1,1,1 win & 1 nomination.,6.8,96512.0,227445,R,71.0
573a13a2f29313caabd09f57,The children of secret-agent parents must save them from danger.,"['Action', 'Adventure', 'Comedy']",88.0,"['Antonio Banderas', 'Carla Gugino', 'Alexa PenaVega', 'Daryl Sabara']",0,https://m.media-amazon.com/images/M/MV5BY2JhODU1NmQtNjllYS00ZmQwLWEwZjYtMTE5NjA1M2YyMzdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SY1000_SX677_AL_.jpg,Spy Kids,"Gregorio and Ingrid are the two greatest secret agents the world has ever known: masters of disguise, mavens of invention, able to stop wars before they even start. Working for separate countries, they are sent to eliminate their most dangerous enemy...each other. But in an exotic corner of the world when they finally come face to face, they fall in love instead and embark on the most dangerous mission they have ever faced: raising a family. Now nine years later, after their retirement, having exchanged the adventure of espionage for parenthood, Gregorio and Ingrid Cortez are called back in to action. When their former colleagues, the world's most formidable spies, start disappearing one by one, the Cortez's are forced to take on techno-wizard Fegan Floop and his evil, egg-headed sidekick, Minion. But when the unthinkable happens and they too disappear, unfortunately there are only two people in the world who can rescue them...their kids.","['English', 'Spanish']",2001-03-30,['Robert Rodriguez'],['Robert Rodriguez'],2015-09-01 00:01:30.863000000,2001,['USA'],movie,0.0,2,10,2 wins & 10 nominations.,5.4,77283.0,227538,PG,71.0
573a13a2f29313caabd0a110,An American master chemist plans to score big on a once in a lifetime drug deal. All does not go as planned and he is soon entangled in a web of deceit.,"['Action', 'Comedy', 'Crime']",93.0,"['Samuel L. Jackson', 'Nigel Whitmey', 'Robert Jezek', 'Emily Mortimer']",0,https://m.media-amazon.com/images/M/MV5BMTg5NzU4NjEwNV5BMl5BanBnXkFtZTYwNTk4NzM3._V1_SY1000_SX677_AL_.jpg,Formula 51,"Elmo McElroy is a streetwise American master chemist who heads to England to sell his special new formula - a powerful, blue concoction guaranteed to take you to 'the 51st state.' McElroy's new product delivers a feeling 51 times more powerful than any thrill, any pleasure, any high in history. But his plans for a quick, profitable score go comically awry when he gets stuck in Liverpool with an unlikely escort and his ex-girlfriend and becomes entangled in a bizarre web of double-dealing and double-crosses.",['English'],2002-10-18,['Ronny Yu'],['Stel Pavlou'],2015-09-17 04:46:00.190000000,2001,"['UK', 'Canada']",movie,0.0,0,1,1 nomination.,6.3,41498.0,227984,R,23.0
573a13a2f29313caabd0a26d,"Years in the future, a Martian police unit is sent to pick up a highly dangerous criminal at a remote mining post. Upon arrival, the cops find that the post has become a charnel house.","['Action', 'Horror', 'Sci-Fi']",98.0,"['Natasha Henstridge', 'Ice Cube', 'Jason Statham', 'Clea DuVall']",0,https://m.media-amazon.com/images/M/MV5BMGFlNzNmY2ItYmZjMi00ZjQ1LWJjMmMtODM5MWQ0NzI3NzBhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SY1000_SX677_AL_.jpg,Ghosts of Mars,200 years in the future a Martian police unit is dispatched to transport a dangerous prisoner from a mining outpost back to justice. But when the team arrives they find the town deserted and some of the inhabitants possessed by the former inhabitants of the planet.,['English'],2001-08-24,['John Carpenter'],"['Larry Sulkis', 'John Carpenter']",2015-08-17 00:46:46.080000000,2001,['USA'],movie,0.0,0,1,1 nomination.,4.9,40486.0,228333,R,35.0
573a13a2f29313caabd0a411,"Alice hires a professional negotiator to obtain the release of her engineer husband, who has been kidnapped by anti-government guerrillas in South America.","['Action', 'Drama', 'Thriller']",135.0,"['Meg Ryan', 'Russell Crowe', 'David Morse', 'Pamela Reed']",0,https://m.media-amazon.com/images/M/MV5BMTMyODkwNzM3OV5BMl5BanBnXkFtZTYwMTc5Nzc5._V1_SY1000_SX677_AL_.jpg,Proof of Life,"Americans Alice and Peter Bowman have traveled from third world country to third world country working on humanitarian projects. They are currently in Tecala, a country nestled in the Andes, as Peter, an engineer, has been hired by QUAD Carbon, an oil company - the moral ""enemy"" - to lead a project to construct a dam to prevent what is the constant flooding in the country. Alice and Peter eventually learn that QUAD Carbon cares nothing about the dam, which is just a smoke-screen to get an oil pipeline approved and built. Despite loving each other, they have had problems in the marriage of late because of being in Tecala, where Alice has not been able to find her place, and needing to deal with the aftermath of Alice's recent miscarriage. On his way to work one day, Peter, along with a group of others, are random kidnap victims of left wing guerrillas, the Liberation Army of Tecala (ELT), whose reason for being has changed from a political agenda to a monetary one, primarily getting said money through kidnapping and the drug trade in cocaine. The ELT may believe they can get good money for Peter being an oil company executive, despite he not being wealthy as he is not on the oil side of the business. Luthan Risk International, who is the contracted agency for QUAD Carbon's kidnap and ransom (K&R) requirements, dispatches Australian-British Terry Thorne to negotiate Peter's release, Terry an ex-special ops soldier who is known as the best in the business within his own circles. But QUAD Carbon's financial troubles may prevent Terry or anyone else from Luthan Risk helping to get Peter back. Regardless, Alice has to decide whether to trust Terry, the global expert, or locals assigned by QUAD Carbon whose actions are on the surface more promising despite Terry's assertions to the contrary. All, however, need constant proof that Peter is indeed still alive to continue with their work to get him back. But what Alice and Terry begin to feel for each other ultimately factors into what they decide to do in relation to Peter.","['English', 'Spanish', 'Russian', 'Italian', 'French']",2000-12-08,['Taylor Hackford'],"['Tony Gilroy', 'William Prochnau (article)', 'Thomas Hargrove (book)']",2015-08-29 00:19:30.093000000,2000,['USA'],movie,0.0,0,5,5 nominations.,6.2,47293.0,228750,R,45.0
573a13a2f29313caabd0a621,"A corrupt businessman commits a murder and the only witness is the girlfriend of another businessman with close connections to the Chinese government, so a bodyguard from Beijing is ...",['Action'],92.0,"['Jet Li', 'Christy Chung', 'Kent Cheng', 'Collin Chou']",0,https://m.media-amazon.com/images/M/MV5BMTkzMjM0MjU4Ml5BMl5BanBnXkFtZTcwODkyNjMyMQ@@._V1_SY1000_SX677_AL_.jpg,The Defender,"A corrupt businessman commits a murder and the only witness is the girlfriend of another businessman with close connections to the Chinese government, so a bodyguard from Beijing is dispatched to help two Hong Kong cops protect the witness. Complications arise when the bodyguard and the witness must confront their deep feelings for one another.","['Cantonese', 'Mandarin']",1994-07-28,['Corey Yuen'],"['Gordon Chan (screenplay)', 'Kin Chung Chan (screenplay)', 'Jack Maeby (english adaptation)']",2015-08-30 21:28:55.457000000,1994,['Hong Kong'],movie,0.0,0,1,1 nomination.,6.4,3562.0,111835,R,0.0
573a13a2f29313caabd0a8bb,A young adventurer named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,"['Animation', 'Action', 'Adventure']",95.0,"['Michael J. Fox', 'Corey Burton', 'James Garner', 'Claudia Christian']",0,https://m.media-amazon.com/images/M/MV5BNjM2NzNjMDAtZTAyMi00NTQzLWFlMTctNTUzMGE1ODE2NDRlXkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_SY1000_SX677_AL_.jpg,Atlantis: The Lost Empire,"1914: Milo Thatch, grandson of the great Thaddeus Thatch works in the boiler room of a museum. He knows that Atlantis was real, and he can get there if he has the mysterious Shephards journal, which can guide him to Atlantis. But he needs someone to fund a voyage. His employer thinks he's dotty, and refuses to fund any crazy idea. He returns home to his apartment and finds a woman there. She takes him to Preston B. Whitmore, an old friend of his Grandfathers. He gives him the shepherds journal, a submarine and a 5 star crew. They travel through the Atlantic ocean, face a large lobster called the Leviathan, and finally get to Atlantis. But does the Atlantis crew have a lust for discovery, or something else?","['English', 'French', 'Spanish']",2001-06-15,"['Gary Trousdale', 'Kirk Wise']","['Tab Murphy (screenplay)', 'Kirk Wise (story)', 'Gary Trousdale (story)', 'Joss Whedon (story)', 'Bryce Zabel (story)', 'Jackie Zabel (story)', 'Tab Murphy (story)', 'David Reynolds (additional screenplay material)']",2015-09-07 00:06:53.797000000,2001,['USA'],movie,0.0,1,15,1 win & 15 nominations.,6.8,64266.0,230011,PG,52.0
573a13a2f29313caabd0ae57,Bobby (one of the deuces gang) and the sister of a rival gang member fall in love.,"['Action', 'Crime', 'Drama']",96.0,"['Stephen Dorff', 'Brad Renfro', 'Fairuza Balk', 'Norman Reedus']",0,https://m.media-amazon.com/images/M/MV5BOTM2MzAzMjgyMV5BMl5BanBnXkFtZTYwNzA5ODc2._V1_SY1000_SX677_AL_.jpg,Deuces Wild,"Two brothers, Leon and Bobby are members of the street gang in Brooklyn known as the deuces. Their brother was killed by a drug overdose a few years earlier and the gang is determined to keep drugs off their block. Another more vicous gang known as the vipers is a possible threat to Leon and Bobby's efforts. The deuces are determined to do whatever is necessary to keep drugs off their block even if that means dying.",['English'],2002-05-03,['Scott Kalvert'],"['Paul Kimatian', 'Christopher Gambale']",2015-08-21 00:09:10.593000000,2002,"['USA', 'Germany']",movie,0.0,0,1,1 nomination.,5.6,6005.0,231448,R,16.0
